iter	Passed	Remaining
0	36	34952
1	69	33433
2	133	42906
3	173	41673
4	230	44276
5	275	43981
6	322	44069
7	363	43469
8	437	46428
9	500	47788
10	583	50594
11	641	50933
12	684	50135
13	733	49824
14	780	49413
15	831	49343
16	876	48894
17	934	49187
18	983	48948
19	1031	48760
20	1064	47869
21	1117	47908
22	1172	48017
23	1215	47647
24	1290	48519
25	1318	47634
26	1364	47392
27	1435	48048
28	1467	47364
29	1511	47121
30	1599	48178
31	1656	48309
32	1694	47854
33	1752	47991
34	1791	47610
35	1850	47745
36	1914	48013
37	1967	47990
38	2020	47969
39	2072	47924
40	2111	47586
41	2173	47760
42	2248	48222
43	2293	48008
44	2343	47910
45	2379	47545
46	2436	47597
47	2488	47546
48	2544	47573
49	2608	47741
50	2670	47867
51	2721	47786
52	2764	47574
53	2801	47264
54	2836	46934
55	2878	46722
56	2914	46429
57	2947	46090
58	2970	45619
59	3017	45515
60	3051	45228
61	3087	44973
62	3119	44661
63	3151	44372
64	3178	44010
65	3206	43675
66	3251	43579
67	3272	43165
68	3305	42923
69	3329	42570
70	3368	42412
71	3420	42426
72	3459	42271
73	3492	42051
74	3512	41686
75	3543	41454
76	3591	41415
77	3622	41195
78	3653	40973
79	3686	40784
80	3707	40461
81	3728	40148
82	3762	39986
83	3791	39767
84	3828	39636
85	3861	39466
86	3897	39329
87	3936	39228
88	3959	38975
89	4004	38936
90	4041	38819
91	4081	38730
92	4111	38546
93	4144	38401
94	4193	38403
95	4225	38246
96	4261	38137
97	4283	37895
98	4318	37772
99	4347	37601
100	4384	37510
101	4416	37365
102	4443	37186
103	4484	37123
104	4505	36905
105	4553	36903
106	4570	36648
107	4609	36577
108	4635	36402
109	4677	36355
110	4704	36195
111	4726	35994
112	4761	35903
113	4793	35782
114	4832	35717
115	4868	35631
116	4906	35559
117	4941	35473
118	4962	35278
119	4992	35154
120	5043	35182
121	5071	35041
122	5102	34929
123	5125	34762
124	5192	34892
125	5216	34735
126	5264	34734
127	5297	34637
128	5315	34449
129	5351	34371
130	5387	34301
131	5437	34312
132	5469	34215
133	5500	34110
134	5537	34045
135	5562	33905
136	5592	33800
137	5632	33751
138	5666	33674
139	5689	33525
140	5721	33434
141	5758	33372
142	5788	33270
