iter	RMSE
400	0.04313047927
401	0.04310445081
402	0.04302942634
403	0.04293812431
404	0.04285897705
405	0.04280051866
406	0.04278320012
407	0.04270992695
408	0.04267580381
409	0.04263523308
410	0.04250644058
411	0.04241862956
412	0.04240413975
413	0.04232711549
414	0.0422457057
415	0.04219856383
416	0.04214712378
417	0.04210964548
418	0.04204260086
419	0.04198252257
420	0.04192996059
421	0.04192127302
422	0.04184176721
423	0.04181668043
424	0.04174108866
425	0.04167355043
426	0.04161062196
427	0.04153498775
428	0.04152350251
429	0.04147704206
430	0.0414094949
431	0.04137225259
432	0.0413409991
433	0.04129097169
434	0.0412553205
435	0.04119647146
436	0.04116157117
437	0.04111102668
438	0.04106312704
439	0.04100233192
440	0.040977857
441	0.04096177639
442	0.04092997927
443	0.04081602304
444	0.04076028984
445	0.04072414781
446	0.04068025895
447	0.040659215
448	0.04061253978
449	0.04056728312
450	0.04043875163
451	0.0403527593
452	0.04026546676
453	0.04019731357
454	0.04015326476
455	0.04010613144
456	0.04006400597
457	0.03996134192
458	0.03992268822
459	0.03987306591
460	0.03982966201
461	0.03976166729
462	0.03972307524
463	0.0396827908
464	0.03965020492
465	0.03962273106
466	0.03960953461
467	0.03957874483
468	0.03953776334
469	0.03949432761
470	0.03942682834
471	0.03933849035
472	0.03932234684
473	0.03930661488
474	0.03925151183
475	0.03919402353
476	0.0391634049
477	0.03911749101
478	0.03908106206
479	0.03906928644
480	0.0390283481
481	0.03897148542
482	0.0389485934
483	0.03894332656
484	0.03889078254
485	0.03884396556
486	0.0387997995
487	0.03874894124
488	0.0387402057
489	0.03870594884
490	0.03865216879
491	0.03859576791
492	0.03854396925
493	0.03848356028
494	0.03839379844
495	0.03835828913
496	0.03830468797
497	0.03826621666
498	0.03820811577
499	0.03815938471
