iter	Passed	Remaining
0	51	49995
1	142	68605
2	219	70229
3	294	70676
4	332	63884
5	386	61795
6	448	61432
7	489	58591
8	547	58194
9	641	61222
10	676	58660
11	733	58274
12	781	57196
13	838	56976
14	905	57363
15	944	56033
16	960	53589
17	1009	53095
18	1096	54584
19	1132	53515
20	1219	54804
21	1253	53728
22	1302	53362
23	1354	53116
24	1409	53006
25	1480	53474
26	1564	54366
27	1603	53664
28	1625	52477
29	1729	53910
30	1772	53393
31	1828	53303
32	1875	52976
33	1924	52692
34	2026	53843
35	2069	53416
36	2112	52984
37	2188	53381
38	2285	54265
39	2356	54484
40	2387	53802
41	2465	54172
42	2509	53800
43	2549	53359
44	2586	52875
45	2627	52499
46	2652	51816
47	2713	51844
48	2759	51587
49	2794	51132
50	2870	51450
51	2915	51184
52	2989	51444
53	3046	51399
54	3108	51430
55	3168	51434
56	3228	51422
57	3249	50817
58	3323	51030
59	3419	51584
60	3467	51383
61	3534	51483
62	3586	51354
63	3633	51156
64	3677	50915
65	3702	50429
66	3792	50831
67	3851	50799
68	3911	50797
69	3989	51006
70	4039	50862
71	4092	50762
72	4181	51099
73	4259	51290
74	4334	51438
75	4393	51393
76	4433	51130
77	4524	51457
78	4570	51255
79	4624	51157
80	4691	51203
81	4746	51115
82	4830	51333
83	4886	51253
84	4926	51003
85	4995	51063
86	5066	51128
87	5119	51018
88	5146	50654
89	5228	50833
90	5262	50538
91	5334	50622
92	5405	50687
93	5507	51028
94	5547	50806
95	5596	50661
96	5626	50346
97	5678	50240
98	5771	50481
99	5826	50396
100	5867	50190
101	5919	50087
102	5981	50058
103	6061	50185
104	6098	49949
105	6130	49679
106	6206	49770
107	6235	49476
108	6330	49713
109	6369	49510
110	6425	49435
111	6526	49703
112	6550	49385
113	6586	49166
114	6659	49221
115	6710	49116
116	6755	48964
117	6793	48760
118	6853	48720
119	6909	48652
120	6931	48350
121	7029	48575
122	7092	48548
123	7164	48594
124	7228	48576
125	7281	48484
126	7323	48324
127	7358	48116
128	7413	48043
129	7431	47732
130	7506	47790
131	7588	47890
132	7650	47858
133	7732	47950
134	7805	47988
135	7864	47941
136	7906	47782
137	7977	47806
138	8038	47766
139	8109	47786
140	8159	47684
141	8215	47616
142	8267	47526
143	8354	47633
144	8405	47533
145	8457	47444
146	8497	47283
147	8571	47319
148	8611	47160
149	8651	47004
150	8760	47223
151	8799	47063
152	8841	46922
153	8905	46900
154	8961	46831
155	8978	46562
156	9037	46510
157	9081	46382
158	9149	46379
159	9219	46383
160	9285	46370
161	9356	46380
162	9430	46400
163	9458	46197
164	9544	46277
165	9616	46287
166	9703	46367
167	9769	46344
168	9806	46191
169	9866	46138
170	9973	46311
171	10057	46371
172	10108	46276
173	10128	46044
174	10228	46175
175	10268	46033
176	10323	45958
177	10424	46091
178	10532	46248
179	10595	46209
180	10636	46074
181	10767	46325
182	10831	46283
183	10856	46083
184	10898	45948
185	10968	45938
186	11022	45858
187	11080	45797
188	11185	45925
189	11227	45798
190	11274	45686
191	11322	45583
192	11404	45617
193	11451	45510
194	11557	45637
195	11644	45685
196	11671	45501
197	11765	45577
198	11796	45407
199	11848	45319
200	11911	45275
201	11998	45321
202	12045	45215
203	12064	45005
204	12140	45008
205	12191	44920
206	12266	44916
207	12311	44805
208	12337	44626
209	12390	44546
210	12454	44504
211	12503	44410
212	12565	44363
213	12642	44365
214	12673	44208
215	12729	44141
216	12781	44058
217	12832	43973
218	12940	44081
219	13011	44060
220	13074	44015
221	13150	44011
222	13197	43913
223	13255	43849
224	13329	43838
225	13378	43745
226	13443	43706
227	13489	43604
228	13598	43704
229	13633	43567
230	13680	43469
231	13741	43417
232	13826	43437
233	13844	43248
234	13899	43178
235	13947	43084
236	13984	42957
237	14058	42944
238	14099	42829
239	14168	42799
240	14249	42808
241	14319	42780
242	14364	42679
243	14441	42674
244	14503	42621
245	14572	42591
246	14633	42537
247	14700	42501
248	14726	42344
249	14777	42262
250	14875	42314
251	14910	42186
252	14961	42105
253	15021	42047
254	15105	42059
255	15212	42132
256	15268	42061
257	15344	42048
258	15388	41946
259	15465	41936
260	15514	41846
261	15572	41784
262	15615	41679
263	15692	41668
264	15743	41587
265	15807	41540
266	15847	41427
267	15885	41314
268	15957	41287
269	16001	41189
270	16088	41200
271	16132	41103
272	16212	41096
273	16278	41052
274	16297	40892
275	16351	40820
276	16374	40671
277	16454	40663
278	16519	40617
279	16563	40521
280	16623	40464
281	16692	40427
282	16772	40420
283	16815	40322
284	16858	40223
285	16923	40178
286	16977	40108
287	17039	40054
288	17110	40024
289	17135	39885
290	17217	39879
291	17273	39811
292	17327	39741
293	17430	39782
294	17471	39681
295	17519	39596
296	17596	39576
297	17636	39475
298	17693	39410
299	17720	39281
300	17765	39189
301	17823	39129
302	17853	39006
303	17914	38952
304	17942	38826
