iter	R2	RMSE
0	0.07126208079	0.1112805934
1	0.1102182023	0.1089217481
2	0.1725322938	0.105038466
3	0.2287990997	0.1014043552
4	0.2855097227	0.09760476177
5	0.331990642	0.09437655434
6	0.3722697148	0.09148699966
7	0.4117252811	0.0885651651
8	0.4408271289	0.08634672907
9	0.4643416401	0.08451169024
10	0.4815287889	0.08314481424
11	0.5107876814	0.08076469107
12	0.5270677595	0.07940947136
13	0.5393085365	0.07837506726
14	0.5620737824	0.07641406741
15	0.5793742756	0.07488947031
16	0.6035550009	0.07270500624
17	0.618321766	0.07133810047
18	0.6363996323	0.0696281732
19	0.6441299068	0.06888403681
20	0.6530039666	0.06801976062
21	0.6646443447	0.06686912823
22	0.6763540577	0.06569131072
23	0.6851786504	0.06478954534
24	0.6931421439	0.06396486201
25	0.7038749328	0.06283627479
26	0.7163315322	0.06150046162
27	0.7284726149	0.06016995168
28	0.7341886487	0.05953325189
29	0.741778722	0.05867712914
30	0.7496919976	0.05777104338
31	0.7547868199	0.05718007872
32	0.7620412795	0.05632791249
33	0.7694232567	0.05544732444
34	0.7765833962	0.05457962745
35	0.7829954933	0.05379070307
36	0.7903963532	0.05286548992
37	0.7948913283	0.05229556448
38	0.8006566831	0.05155534344
39	0.803415034	0.05119741044
40	0.8099510666	0.05033911342
41	0.8151910989	0.0496402873
42	0.8178809604	0.04927771027
43	0.8212630505	0.04881800358
44	0.8232775628	0.0485421145
45	0.8268783797	0.04804503324
46	0.8310382987	0.04746428914
47	0.8345925718	0.04696240706
48	0.8385190952	0.04640165077
49	0.8452196056	0.04542875329
50	0.8479834517	0.04502132555
51	0.8513424587	0.04452114417
52	0.8537535327	0.04415862441
53	0.8578997412	0.04352815692
54	0.8606602839	0.04310327852
55	0.8635196489	0.0426587288
56	0.8677279909	0.04199589288
57	0.8714648549	0.04139842227
58	0.8746782248	0.0408776681
59	0.8778128157	0.04036320769
60	0.8799434097	0.04000975081
61	0.8837756964	0.03936600292
62	0.8870288308	0.0388111629
63	0.8884399568	0.03856800555
64	0.8909216493	0.0381366135
65	0.8935142524	0.03768066737
66	0.8952247449	0.03737680781
67	0.8979571586	0.03688621689
68	0.8998881021	0.03653555352
69	0.9030837607	0.03594770102
70	0.9055025103	0.03549629131
71	0.9076092156	0.03509838806
72	0.9095239538	0.03473278843
73	0.9120911359	0.03423648565
74	0.9155254012	0.03356107884
75	0.9165800412	0.03335092084
76	0.9191030677	0.0328427013
77	0.9205739267	0.03254276051
78	0.9236498061	0.03190640814
79	0.9253933514	0.03153999426
80	0.9269659845	0.03120580813
81	0.9275775062	0.0310748887
82	0.9297232873	0.03061107373
83	0.9306679083	0.03040464909
84	0.9323177707	0.03004070852
85	0.9329436955	0.02990147774
86	0.9342983371	0.02959790862
87	0.9355435346	0.02931609276
88	0.9371053694	0.02895873785
89	0.9384598491	0.0286452174
90	0.9390857231	0.02849918172
91	0.9397148273	0.02835163433
92	0.9410214645	0.02804270066
93	0.9425985738	0.02766522366
94	0.9434380336	0.02746218533
95	0.9446617431	0.02716349085
96	0.9459818632	0.02683753627
97	0.9464407258	0.02672330606
98	0.9471827453	0.02653754576
99	0.9480457442	0.02631984989
100	0.9490845046	0.02605540517
101	0.9507817006	0.02561746468
102	0.9517613574	0.02536123412
103	0.9523514444	0.02520563913
104	0.9530272628	0.02502624997
105	0.9539212215	0.02478696325
106	0.9543152225	0.0246807641
