date,open,high,low,close,volume,target_return
1651190,39768.6171875,39887.26953125,38235.53515625,38609.82421875,30882994649,-0.2415634075483743
1651276,38605.859375,38771.2109375,37697.94140625,37714.875,23895713731,-0.2018728518919922
1651363,37713.265625,38627.859375,37585.7890625,38469.09375,27002760110,-0.18622691023882
1651449,38472.1875,39074.97265625,38156.5625,38529.328125,32922642426,-0.2249302175250428
1651536,38528.109375,38629.99609375,37585.62109375,37750.453125,27326943244,-0.1940266962855164
1651622,37748.01171875,39902.94921875,37732.05859375,39698.37109375,36754404490,-0.276537784974844
1651708,39695.74609375,39789.28125,35856.515625,36575.140625,43106256317,-0.1711765569083168
1651795,36573.18359375,36624.359375,35482.1328125,36040.921875,37795577489,-0.1897893085073867
1651881,36042.50390625,36129.92578125,34940.82421875,35501.953125,24375896406,-0.1709688067337844
1651968,35502.94140625,35502.94140625,33878.96484375,34059.265625,36763041910,-0.1096777308671053
1652054,34060.015625,34222.07421875,30296.953125,30296.953125,63355494961,-0.0395433482636713
1652140,30273.654296875,32596.30859375,29944.802734375,31022.90625,59811038817,-0.0440745396798535
1652227,31016.18359375,32013.40234375,28170.4140625,28936.35546875,70388855818,0.0216338875174193
1652313,28936.734375,30032.439453125,26350.490234375,29047.751953125,66989173272,0.0075555814647607
1652400,29030.91015625,30924.802734375,28782.330078125,29283.103515625,42841124537,-0.0223859228761466
1652486,29285.642578125,30192.802734375,28702.91015625,30101.265625,28579868620,-0.042734589648172
1652572,30098.5859375,31308.19140625,29527.740234375,31305.11328125,25835372065,-0.059388261377528
1652659,31304.375,31305.341796875,29251.884765625,29862.91796875,32613897286,0.0624008898996417
1652745,29862.408203125,30694.490234375,29570.302734375,30425.857421875,29101473475,0.0449109159374938
1652832,30424.478515625,30618.716796875,28720.271484375,28720.271484375,31285268319,0.0375626182481219
1652918,28720.359375,30430.751953125,28708.955078125,30314.333984375,33773447707,0.0050522072150402
1653004,30311.119140625,30664.9765625,28793.60546875,29200.740234375,30749382605,0.0172478638069628
1653091,29199.859375,29588.869140625,29027.39453125,29432.2265625,17274840442,0.0136139037646074
1653177,29432.47265625,30425.861328125,29275.18359375,30323.72265625,21631532270,-0.0137536064289599
1653264,30309.396484375,30590.5859375,28975.560546875,29098.91015625,31483454557,0.0780703368803681
1653350,29101.125,29774.35546875,28786.58984375,29655.5859375,26616506245,0.050577067716216
1653436,29653.134765625,30157.78515625,29384.94921875,29562.361328125,27525063551,0.0220548735396419
1653523,29564.77734375,29834.16015625,28261.90625,29267.224609375,36774325352,0.0288641457731322
1653609,29251.140625,29346.943359375,28326.61328125,28627.57421875,36582005748,0.015936749137871
1653696,28622.625,28814.900390625,28554.56640625,28814.900390625,35519577634,-0.0157588552309464
1653782,29019.8671875,29498.009765625,28841.107421875,29445.95703125,18093886409,-0.0911265540088337
1653868,29443.365234375,31949.630859375,29303.572265625,31726.390625,39277993274,-0.2912087310002664
1653955,31723.865234375,32249.86328125,31286.154296875,31792.310546875,33538210634,-0.3015042761359539
1654041,31792.5546875,31957.28515625,29501.587890625,29799.080078125,41135817341,-0.2424987689361478
1654128,29794.890625,30604.734375,29652.705078125,30467.48828125,29083562061,-0.3310360800838291
1654214,30467.806640625,30633.03515625,29375.689453125,29704.390625,26175547452,-0.3108263798333684
1654300,29706.138671875,29930.564453125,29500.005859375,29832.9140625,16588370958,-0.3625281614031063
1654387,29835.1171875,30117.744140625,29574.44921875,29906.662109375,17264085441,-0.3127527435456577
1654473,29910.283203125,31693.291015625,29894.1875,31370.671875,31947336829,-0.3433504646806357
1654560,31371.7421875,31489.68359375,29311.68359375,31155.478515625,40770974039,-0.3352502146335745
1654646,31151.48046875,31253.69140625,29944.404296875,30214.35546875,30242059107,-0.3384922833271384
1654732,30215.279296875,30609.310546875,30020.265625,30111.998046875,21692004719,-0.2997516498141087
1654819,30110.330078125,30245.80859375,28978.146484375,29083.8046875,29867476527,-0.2699835362625301
1654905,29084.666015625,29401.916015625,28236.212890625,28360.810546875,27246574439,-0.2418292187000176
1654992,28373.513671875,28502.685546875,26762.6484375,26762.6484375,34163220274,-0.2143044074662127
1655078,26737.578125,26795.58984375,22141.2578125,22487.388671875,68204556440,-0.0779063403854052
1655164,22487.986328125,23018.951171875,20950.818359375,22206.79296875,50913575242,-0.0867373423004187
1655251,22196.73046875,22642.671875,20178.376953125,22572.83984375,54912007015,-0.1093711036510796
1655337,22576.3046875,22868.921875,20265.2265625,20381.650390625,31183975654,-0.0292873156336529
1655424,20385.71875,21243.3125,20326.51953125,20471.482421875,27132421514,-0.0587214550271389
1655510,20473.42578125,20736.041015625,17708.623046875,19017.642578125,42009436760,0.0118107846609947
1655596,19010.90234375,20683.822265625,18067.15234375,20553.271484375,35329942625,-0.0611189957498972
1655683,20553.37109375,20913.322265625,19689.169921875,20599.537109375,30818458597,-0.0178778478695715
1655769,20594.294921875,21620.62890625,20415.0625,20710.59765625,28970212744,-0.0251312120738307
1655856,20719.4140625,20835.75,19848.078125,19987.029296875,28574793478,0.0280790500948906
1655942,19986.607421875,21135.76171875,19950.1171875,21085.876953125,26188097173,0.0261649510108819
1656028,21084.6484375,21472.91796875,20777.51171875,21231.65625,24957784918,0.0235243511678464
1656115,21233.609375,21520.9140625,20964.5859375,21502.337890625,18372538715,0.0041795055534024
1656201,21496.494140625,21783.724609375,21016.26953125,21027.294921875,18027170497,-0.0079347202645371
1656288,21028.23828125,21478.08984375,20620.19921875,20735.478515625,20965695707,-0.0368895212340337
1656374,20731.544921875,21164.423828125,20228.8125,20280.634765625,21381535161,-0.0471741005240432
1656460,20281.169921875,20364.15625,19937.791015625,20104.0234375,23552740328,0.005374584922561
1656547,20108.3125,20141.16015625,18729.65625,19784.7265625,26267239923,0.0396868441367928
1656633,19820.470703125,20632.671875,19073.708984375,19269.3671875,30767551159,0.0813187543863134
1656720,19274.8359375,19371.748046875,19027.08203125,19242.255859375,18100418740,0.1012386781005143
1656806,19242.095703125,19558.26953125,18966.951171875,19297.076171875,16390821947,0.0768130656127774
1656892,19297.314453125,20258.748046875,19063.06640625,20231.26171875,21594638208,0.1114328787653236
1656979,20225.353515625,20635.466796875,19341.232421875,20190.115234375,26715546990,0.1584596384040419
1657065,20194.619140625,20595.529296875,19823.51171875,20548.24609375,24598943708,0.1305944223113628
1657152,20547.814453125,21771.81640625,20296.103515625,21637.587890625,25814972520,0.070573532657336
1657238,21637.154296875,22314.94140625,21257.453125,21731.1171875,49899834488,0.0452743096287258
1657324,21716.828125,21877.138671875,21445.95703125,21592.20703125,29641127858,0.0404438269377063
1657411,21591.080078125,21591.080078125,20727.123046875,20860.44921875,28688807249,0.0838292035522514
1657497,20856.353515625,20856.353515625,19924.5390625,19970.556640625,24150249025,0.0696597774555802
