iter	R2	RMSE
0	0.02111645273	0.1143994317
1	0.05299291375	0.1125213585
2	0.09052952031	0.1102688019
3	0.1242962108	0.1082024182
4	0.164441899	0.1056931106
5	0.1925201686	0.1039020686
6	0.2165751174	0.1023427383
7	0.2446491011	0.1004922864
8	0.2689155548	0.09886489837
9	0.2987551295	0.0968262698
10	0.3265784943	0.09488593535
11	0.3489537994	0.09329626481
12	0.3666270128	0.09202124843
13	0.3852801101	0.09065609022
14	0.4019698254	0.08941696011
15	0.4148908115	0.08844571793
16	0.43182846	0.08715616057
17	0.4495078787	0.08578945447
18	0.4666604491	0.0844423377
19	0.4846890515	0.08300285623
20	0.4975378228	0.08196152686
21	0.5068895937	0.08119521501
22	0.5169427873	0.08036327702
23	0.5301262452	0.07925906527
24	0.5450688562	0.07798861123
25	0.5544317908	0.07718189739
26	0.5675014203	0.0760415035
27	0.5771942894	0.07518457941
28	0.5892661309	0.07410348119
29	0.6000531689	0.07312392296
30	0.608519658	0.07234580141
31	0.6179082617	0.07147302708
32	0.6266513399	0.07065056688
33	0.6370444551	0.06966025664
34	0.6463808711	0.06875847366
35	0.6539830273	0.0680153682
36	0.6625823782	0.06716487833
37	0.6694665157	0.06647618431
38	0.6769297131	0.06572140829
39	0.6818688817	0.06521709178
40	0.6895115161	0.06442895697
41	0.697470728	0.06359779427
42	0.7028773558	0.06302694082
43	0.708323381	0.06244665226
44	0.7116472622	0.06208981873
45	0.7159247368	0.06162757249
46	0.7209358334	0.06108159786
47	0.7252332085	0.06060946822
48	0.7285795567	0.06023926026
49	0.7327835613	0.05977091968
50	0.7352486962	0.05949458043
51	0.7396898797	0.05899346139
52	0.7445340771	0.05844196917
53	0.7497064335	0.05784731365
54	0.7525609814	0.05751649923
55	0.7555418301	0.05716900459
56	0.7594580695	0.05670922973
57	0.7632103199	0.05626518327
58	0.7673042241	0.05577667255
59	0.770760801	0.0553608556
60	0.7757380181	0.05475656301
61	0.7805120302	0.05417060838
62	0.7841257911	0.0537228114
63	0.7884331868	0.05318413798
64	0.7917342328	0.05276759463
65	0.7956607041	0.05226780939
66	0.7991120378	0.05182452247
67	0.8019509083	0.05145703757
68	0.80438588	0.05113973256
69	0.8074690588	0.05073511152
70	0.8102647361	0.05036541076
71	0.8143306518	0.04982283761
72	0.8188264107	0.04921594139
73	0.8226209308	0.04869782202
74	0.8247307938	0.04840733371
75	0.8277780333	0.04798468239
76	0.8295151164	0.04774207504
77	0.8320234068	0.04738956659
78	0.8334980211	0.04718109893
79	0.8356551679	0.04687447088
80	0.8381526836	0.04651693633
81	0.84140708	0.04604688434
82	0.8428694201	0.04583410011
83	0.8459230499	0.04538655181
84	0.8480834985	0.04506722605
85	0.8502245452	0.04474851997
86	0.8528248751	0.04435836794
87	0.8554810311	0.04395626465
88	0.8580900098	0.04355768977
89	0.8603528265	0.04320902108
90	0.8632216652	0.0427628861
91	0.8652284988	0.04244801493
92	0.8678614742	0.042031325
93	0.8699066995	0.04170477845
94	0.8721547446	0.04134287363
95	0.8733617825	0.04114724352
96	0.8752064214	0.04084646451
97	0.877171619	0.04052357165
98	0.8785615658	0.0402936335
99	0.8800620921	0.04004392017
100	0.8821633195	0.03969159965
101	0.8833108328	0.03949786513
102	0.8856128347	0.03910632464
103	0.8869536881	0.03887644561
104	0.8883325255	0.03863862823
105	0.8892235597	0.03848416385
106	0.8905054891	0.03826084227
107	0.892305612	0.03794502896
108	0.8939261698	0.03765845322
109	0.8951238234	0.03744525354
110	0.8965369769	0.03719211999
