iter	Passed	Remaining
0	23	22223
1	126	61113
2	171	54928
3	356	85753
4	403	77565
5	492	78767
6	568	77802
7	691	82745
8	775	82378
9	913	87241
10	1005	87242
11	1024	81351
12	1123	82292
13	1165	79138
14	1294	81964
15	1413	83846
16	1457	81273
17	1543	81192
18	1697	84529
19	1781	84186
20	1867	83968
21	1889	80984
22	1909	78220
23	2031	79655
24	2057	77349
25	2094	75658
26	2248	78110
27	2297	76882
28	2363	76290
29	2423	75524
30	2490	75033
31	2596	75706
32	2672	75477
33	2764	75711
34	2858	75941
35	2917	75299
36	3015	75639
37	3082	75205
38	3156	74949
39	3244	75019
40	3263	73552
41	3326	73104
42	3386	72620
43	3429	71795
44	3581	73215
45	3604	72013
46	3709	72446
47	3730	71272
48	3859	72147
49	3877	70954
50	3969	71147
51	4090	71815
52	4127	71030
53	4193	70743
54	4261	70502
55	4279	69458
56	4353	69343
57	4380	68509
58	4494	69017
59	4536	68428
60	4576	67827
61	4731	68919
62	4804	68788
63	4953	69729
64	5014	69427
65	5158	70261
66	5230	70102
67	5316	70127
68	5427	70479
69	5504	70384
70	5595	70454
71	5664	70255
72	5736	70096
73	5780	69604
74	5893	69933
75	5941	69499
76	6050	69773
77	6147	69912
78	6299	70651
79	6397	70773
80	6467	70582
81	6592	70986
82	6719	71403
83	6797	71289
84	6892	71352
85	7015	71701
86	7047	71125
87	7219	71946
88	7270	71558
89	7418	72122
90	7458	71631
91	7590	72023
92	7656	71794
93	7740	71725
94	7792	71365
95	7873	71274
96	7985	71454
97	8066	71365
98	8139	71203
99	8224	71145
100	8281	70845
101	8300	70225
102	8346	69854
103	8393	69490
104	8453	69235
105	8586	69586
106	8660	69444
107	8793	69775
108	8856	69549
109	8954	69597
110	9004	69277
111	9081	69166
112	9116	68738
113	9190	68603
114	9278	68577
115	9310	68146
116	9418	68262
117	9492	68137
118	9544	67852
119	9749	68652
120	9853	68730
121	9940	68689
122	10070	68934
123	10150	68840
124	10232	68759
125	10353	68943
126	10426	68799
127	10551	68999
128	10599	68692
129	10711	68801
130	10767	68553
131	10841	68418
132	10946	68477
133	11010	68279
134	11077	68105
135	11151	67972
136	11176	67545
137	11259	67478
138	11383	67648
139	11439	67409
140	11571	67621
141	11671	67646
142	11749	67540
143	11842	67517
144	11922	67421
145	12059	67648
146	12091	67285
147	12108	66841
148	12215	66900
149	12294	66801
150	12340	66524
151	12451	66596
152	12551	66615
153	12686	66812
154	12755	66659
155	12774	66245
156	12901	66399
157	12942	66103
158	13037	66088
159	13056	65689
160	13161	65728
161	13202	65442
162	13311	65498
163	13402	65458
164	13465	65286
165	13561	65276
166	13609	65032
167	13667	64840
168	13781	64910
169	13906	65034
170	13983	64928
171	14159	65283
172	14195	64986
173	14256	64809
174	14316	64630
175	14470	64872
176	14503	64568
177	14645	64755
178	14764	64830
179	14876	64876
180	15013	65029
181	15116	65035
182	15149	64736
183	15302	64953
184	15353	64734
185	15437	64655
186	15583	64833
187	15650	64685
188	15712	64511
189	15821	64533
190	15869	64309
191	16069	64697
192	16152	64610
193	16189	64342
194	16246	64151
195	16355	64168
196	16437	64082
197	16555	64132
198	16639	64048
199	16792	64230
200	16843	64020
201	16900	63836
202	17027	63915
203	17074	63694
204	17155	63600
205	17213	63421
206	17321	63427
207	17353	63158
208	17536	63434
209	17611	63317
210	17660	63107
211	17835	63348
212	17963	63420
213	17980	63100
214	18090	63107
215	18118	62828
216	18254	62922
217	18325	62795
218	18383	62620
219	18494	62630
220	18640	62754
221	18674	62500
222	18774	62469
223	18909	62554
224	18970	62392
225	19132	62562
226	19204	62435
227	19474	62950
228	19558	62860
229	19664	62841
230	19772	62826
231	19844	62698
232	19969	62738
233	19996	62468
234	20048	62277
235	20271	62616
236	20334	62460
237	20395	62301
238	20491	62244
239	20579	62166
240	20622	61952
241	20798	62138
242	20857	61971
243	20963	61946
244	21094	61992
245	21167	61867
246	21230	61715
247	21278	61519
248	21464	61722
249	21510	61521
250	21601	61448
251	21649	61253
252	21757	61231
253	21875	61233
254	21946	61104
255	22065	61112
256	22134	60978
257	22278	61050
258	22345	60910
259	22416	60783
260	22508	60713
261	22589	60611
262	22726	60662
263	22772	60467
264	22819	60277
265	22927	60250
266	22973	60058
267	23061	59976
268	23098	59763
269	23187	59685
270	23218	59459
271	23276	59302
272	23350	59188
273	23456	59155
274	23514	59000
275	23633	58996
276	23691	58843
277	23836	58904
278	23942	58870
279	23991	58692
280	24063	58575
281	24130	58443
282	24260	58465
283	24318	58312
284	24364	58132
285	24496	58158
286	24525	57938
287	24615	57862
288	24666	57696
289	24769	57652
290	24825	57499
291	24878	57339
292	24921	57158
293	24994	57045
294	25126	57066
295	25154	56852
296	25181	56638
297	25321	56676
298	25347	56460
299	25452	56418
300	25511	56277
301	25569	56134
302	25596	55923
303	25688	55856
304	25751	55724
305	25851	55674
306	25891	55493
307	25987	55435
308	26098	55405
309	26120	55190
310	26195	55086
311	26330	55107
312	26430	55055
313	26567	55080
314	26707	55111
315	26738	54914
316	26809	54802
317	26885	54700
318	26930	54536
319	27027	54477
320	27101	54372
321	27226	54367
322	27344	54351
323	27388	54185
324	27483	54120
325	27507	53917
326	27556	53764
327	27672	53741
328	27756	53657
329	27821	53536
330	27856	53356
331	28000	53386
332	28023	53185
333	28102	53091
334	28145	52931
335	28304	52987
336	28347	52825
337	28404	52690
338	28516	52658
339	28582	52540
340	28669	52462
341	28714	52307
342	28852	52322
343	28993	52340
344	29161	52406
345	29221	52276
346	29417	52391
347	29516	52332
348	29571	52194
349	29661	52119
350	29705	51963
351	29865	52010
352	29933	51895
353	30000	51781
354	30063	51658
355	30128	51539
356	30226	51478
357	30297	51370
358	30359	51247
359	30380	51055
360	30453	50952
361	30532	50858
362	30631	50799
363	30709	50704
364	30773	50587
365	30893	50560
366	30941	50416
367	31071	50406
368	31166	50339
369	31243	50242
370	31358	50206
371	31397	50049
372	31444	49907
373	31516	49802
374	31576	49679
375	31608	49514
376	31677	49407
377	31798	49380
378	31844	49237
379	31941	49173
380	31986	49029
381	32060	48929
382	32135	48832
383	32227	48761
384	32286	48639
385	32325	48488
386	32352	48319
387	32411	48199
388	32529	48167
389	32589	48048
390	32679	47974
391	32738	47854
392	32805	47747
393	32928	47721
394	32988	47602
395	33032	47463
396	33186	47481
397	33257	47379
398	33327	47275
399	33449	47247
400	33507	47127
401	33586	47037
402	33720	47024
403	33739	46851
404	33801	46738
405	33910	46689
406	33975	46580
407	34089	46538
408	34171	46453
409	34272	46393
410	34345	46295
411	34403	46176
412	34472	46074
413	34567	46007
414	34619	45881
415	34668	45751
416	34811	45747
417	34931	45711
418	34960	45557
419	35124	45578
420	35202	45487
421	35300	45422
422	35408	45369
423	35557	45369
424	35653	45300
425	35780	45271
426	35814	45124
427	35981	45145
428	36023	45007
429	36129	44951
430	36243	44904
431	36295	44780
432	36363	44677
433	36445	44590
434	36506	44479
435	36539	44333
436	36622	44248
437	36670	44121
438	36752	44036
439	36770	43873
440	36824	43755
441	36877	43635
442	36968	43561
443	37042	43466
444	37119	43375
445	37231	43325
446	37296	43220
447	37363	43118
448	37435	43022
449	37547	42970
450	37604	42857
451	37757	42853
452	37823	42749
453	37884	42640
454	37976	42566
455	38058	42482
456	38125	42379
457	38182	42267
458	38295	42216
459	38427	42186
460	38509	42101
461	38542	41962
462	38623	41877
463	38665	41748
464	38692	41605
465	38776	41522
466	38867	41447
467	38955	41369
468	39052	41300
469	39139	41221
470	39279	41197
471	39354	41104
472	39423	41007
473	39479	40895
474	39632	40884
475	39728	40813
476	39857	40776
477	39905	40656
478	40004	40589
479	40113	40531
480	40158	40408
481	40218	40302
482	40284	40200
483	40374	40123
484	40424	40007
485	40543	39959
486	40656	39905
487	40691	39773
488	40741	39658
489	40846	39596
490	40930	39513
491	41078	39491
492	41147	39394
493	41204	39286
494	41259	39176
495	41342	39092
496	41478	39058
497	41548	38961
498	41681	38924
499	41736	38815
500	41801	38714
501	41916	38659
502	41968	38547
503	42003	38419
504	42108	38356
505	42204	38284
506	42312	38223
507	42481	38216
508	42530	38102
509	42728	38120
510	42766	37996
511	42803	37871
512	42900	37799
513	42951	37686
514	43028	37597
515	43065	37473
516	43124	37368
517	43198	37277
518	43298	37208
519	43367	37112
520	43452	37030
521	43534	36946
522	43579	36829
523	43657	36742
524	43710	36633
525	43823	36574
526	43881	36470
527	43964	36387
528	44046	36303
529	44131	36221
530	44173	36103
531	44268	36030
532	44390	35978
533	44512	35926
534	44571	35823
535	44622	35714
536	44731	35651
537	44763	35528
538	44825	35427
539	44932	35363
540	44952	35230
541	44998	35118
542	45119	35064
543	45175	34961
544	45216	34845
545	45264	34736
546	45385	34681
547	45430	34570
548	45527	34497
549	45594	34403
550	45663	34309
551	45694	34188
552	45794	34118
553	45901	34053
554	45951	33946
555	46094	33907
556	46137	33795
557	46239	33726
558	46277	33610
559	46412	33566
560	46459	33457
561	46544	33375
562	46624	33291
563	46660	33175
564	46718	33075
565	46777	32975
566	46826	32869
567	46856	32749
568	46948	32674
569	46976	32553
570	47040	32458
571	47066	32337
572	47176	32274
573	47228	32171
574	47274	32064
575	47328	31963
576	47389	31866
577	47499	31803
578	47590	31727
579	47696	31660
580	47743	31555
581	47788	31448
582	47894	31382
583	47984	31304
584	48061	31219
585	48211	31181
586	48266	31081
587	48449	31063
588	48559	30998
589	48672	30935
590	48737	30842
591	48772	30729
592	48889	30669
593	48916	30552
594	48997	30468
595	49068	30379
596	49146	30294
597	49235	30216
598	49307	30127
599	49391	30046
600	49428	29936
601	49472	29831
602	49550	29746
603	49609	29650
604	49662	29551
605	49803	29503
606	49857	29405
607	49937	29321
608	49986	29220
609	50066	29137
610	50183	29075
611	50220	28966
612	50344	28908
613	50419	28823
614	50497	28738
615	50559	28644
616	50621	28551
617	50638	28432
618	50694	28336
619	50790	28262
620	50850	28168
621	50983	28114
622	51067	28033
623	51089	27919
624	51209	27858
625	51276	27767
626	51367	27691
627	51442	27605
628	51613	27570
629	51684	27483
630	51729	27381
631	51845	27317
632	51911	27226
633	51981	27138
634	52035	27042
635	52102	26952
636	52189	26873
637	52288	26800
638	52350	26707
639	52443	26631
640	52488	26530
641	52543	26435
642	52661	26371
643	52708	26272
644	52772	26181
645	52838	26092
646	52883	25992
647	53004	25929
648	53037	25824
649	53155	25759
650	53212	25666
651	53276	25575
652	53334	25482
653	53481	25432
654	53544	25341
655	53703	25296
656	53795	25219
657	53863	25130
658	53953	25052
659	54040	24973
660	54148	24903
661	54190	24803
662	54259	24715
663	54320	24624
664	54378	24531
665	54486	24461
666	54524	24360
667	54621	24285
668	54645	24177
669	54673	24072
670	54788	24005
671	54839	23910
672	54969	23850
673	55012	23751
674	55066	23658
675	55177	23589
676	55230	23495
677	55424	23461
678	55497	23375
679	55558	23285
680	55643	23205
681	55706	23115
682	55780	23030
683	55824	22933
684	55859	22832
685	55940	22751
686	55984	22654
687	56090	22583
688	56127	22483
689	56287	22433
690	56337	22339
691	56503	22291
692	56544	22193
693	56578	22093
694	56750	22046
695	56818	21959
696	56906	21881
697	56976	21794
698	57081	21721
699	57122	21624
700	57170	21530
701	57253	21449
702	57314	21360
703	57372	21270
704	57422	21177
705	57481	21087
706	57649	21037
707	57698	20944
708	57802	20871
709	57874	20785
710	57942	20699
711	58074	20635
712	58109	20537
713	58159	20445
714	58251	20367
715	58302	20275
716	58326	20174
717	58446	20106
718	58503	20016
719	58545	19921
720	58614	19836
721	58691	19753
722	58816	19686
723	58861	19593
724	58913	19502
725	59027	19432
726	59106	19350
727	59243	19286
728	59295	19195
729	59358	19108
730	59423	19021
731	59467	18928
732	59565	18852
733	59653	18773
734	59795	18711
735	59875	18629
736	59951	18546
737	60017	18460
738	60160	18398
739	60239	18316
740	60355	18245
741	60382	18147
742	60456	18063
743	60534	17981
744	60552	17881
745	60612	17793
746	60640	17696
747	60725	17616
748	60770	17525
749	60849	17443
750	60901	17354
751	60975	17270
752	61076	17195
753	61174	17119
754	61206	17024
755	61293	16944
756	61347	16856
757	61392	16765
758	61457	16680
759	61508	16591
760	61620	16518
761	61745	16449
762	61762	16351
763	61830	16266
764	61923	16189
765	61954	16095
766	62021	16010
767	62118	15933
768	62173	15846
769	62266	15768
770	62284	15672
771	62359	15589
772	62447	15510
773	62520	15428
774	62644	15358
775	62742	15281
