iter	Passed	Remaining
0	21	18157
1	205	86516
2	224	63068
3	323	67897
4	354	59456
5	418	58394
6	627	75024
7	640	66944
8	652	60535
9	921	76843
10	931	70507
11	1184	82122
12	1210	77404
13	1239	73469
14	1365	75458
15	1456	75370
16	1601	77902
17	1666	76465
18	1802	78276
19	1901	78340
20	1933	75766
21	2006	74965
22	2208	78840
23	2218	75797
24	2230	73079
25	2465	77568
26	2526	76442
27	2865	83499
28	2893	81308
29	2918	79181
30	2928	76794
31	2946	74773
32	2962	72803
33	3226	76874
34	3242	74944
35	3248	72908
36	3256	71017
37	3259	69144
38	3422	70635
39	3471	69778
40	3752	73487
41	3907	74615
42	3940	73403
43	4041	73474
44	4233	75170
45	4322	74993
46	4378	74246
47	4383	72689
48	4386	71165
49	4546	72191
50	4558	70883
51	4791	72975
52	4858	72504
53	4919	71971
54	4932	70752
55	4936	69463
56	5138	70945
57	5145	69734
58	5157	68619
59	5365	70113
60	5378	69041
61	5392	68017
62	5543	68718
63	5639	68728
64	5716	68506
65	5759	67893
66	5809	67375
67	5824	66470
68	5958	66926
69	5962	65931
70	5966	64961
71	5970	64016
72	5981	63176
73	6286	65409
74	6392	65542
75	6412	64800
76	6445	64204
77	6585	64676
78	6713	65014
79	6719	64173
80	6724	63344
81	6728	62526
82	7020	64369
83	7026	63572
84	7031	62790
85	7037	62026
86	7041	61267
87	7046	60537
88	7202	61100
89	7209	60398
90	7214	59701
91	7218	59007
92	7222	58324
93	7398	59033
94	7511	59221
95	7958	62007
96	8001	61620
97	8139	61960
98	8196	61684
99	8369	62271
100	8396	61771
101	8412	61198
102	8594	61828
103	8600	61195
104	8612	60613
105	8831	61490
106	8839	60882
107	8849	60306
108	8857	59723
109	9021	60197
110	9032	59647
111	9043	59106
112	9050	58548
113	9094	58236
114	9127	57859
115	9174	57578
116	9195	57137
117	9201	56610
118	9349	56960
119	9383	56611
120	9397	56153
121	9560	56576
122	9572	56109
123	9835	57111
124	9905	56976
125	9925	56559
126	10093	56984
127	10100	56498
128	10106	56016
129	10110	55527
130	10123	55101
131	10153	54769
132	10163	54330
133	10170	53887
134	10175	53440
135	10368	53978
136	10375	53544
137	10380	53104
138	10384	52667
139	10388	52237
140	10393	51819
141	10591	52363
142	10727	52587
143	10829	52644
144	10910	52594
145	11145	53284
146	11364	53885
147	11376	53501
148	11386	53110
149	11614	53737
150	11809	54200
151	12021	54730
152	12045	54400
153	12052	53999
154	12056	53591
155	12156	53613
156	12168	53246
157	12173	52855
158	12179	52469
159	12350	52797
160	12379	52518
161	12409	52240
162	12419	51887
163	12598	52239
164	12727	52374
165	12828	52395
166	12911	52342
167	12940	52070
168	12949	51720
169	13169	52211
170	13186	51897
171	13257	51798
172	13281	51512
173	13286	51161
174	13437	51371
175	13498	51233
176	13516	50935
177	13547	50690
178	13584	50465
179	13853	51103
180	13879	50840
181	14138	51425
182	14155	51129
183	14313	51340
184	14803	52732
185	14834	52478
186	14857	52201
187	14881	51926
188	14888	51598
189	15049	51801
190	15166	51851
191	15267	51844
192	15358	51803
193	15410	51631
194	15465	51471
195	15640	51708
196	15653	51410
197	15929	51972
198	15985	51813
199	16087	51800
200	16340	52272
201	16529	52532
202	16642	52551
203	16849	52862
204	16864	52568
205	17038	52769
206	17058	52492
207	17089	52255
208	17241	52385
209	17252	52087
210	17257	51771
211	17260	51454
212	17264	51143
213	17268	50836
214	17436	51012
215	17452	50742
216	17531	50656
217	17830	51202
218	17844	50925
219	17871	50690
220	17909	50485
221	17920	50210
222	17940	49958
223	18098	50094
224	18129	49876
225	18146	49622
226	18153	49341
227	18158	49060
228	18353	49291
229	18377	49059
230	18394	48811
231	18404	48549
232	18432	48336
233	18679	48694
234	18687	48429
235	18703	48186
236	18715	47933
237	18721	47668
238	18854	47727
239	18862	47471
240	18872	47219
241	19064	47423
242	19123	47297
243	19156	47105
244	19168	46865
245	19196	46664
246	19385	46855
247	19514	46898
248	19666	46994
249	19863	47194
250	19911	47043
251	20019	47030
252	20031	46794
253	20355	47282
254	20375	47063
255	20385	46822
256	20560	46961
257	20575	46733
258	20586	46497
