iter	R2	RMSE
0	0.05546582757	0.1123743493
1	0.1109705457	0.109022573
2	0.1927849166	0.1038850341
3	0.2388806394	0.1008752762
4	0.287539914	0.09759748397
5	0.3341499848	0.09435101126
6	0.3657969891	0.09208152477
7	0.3952512037	0.08991783853
8	0.4415633211	0.0864062824
9	0.4687272093	0.08427856636
10	0.4941368352	0.08223844326
11	0.5276694355	0.07946600444
12	0.5455953697	0.0779434682
13	0.5669410454	0.07609074985
14	0.5860149157	0.07439619076
15	0.6010880641	0.07302925461
16	0.6252252638	0.07078536991
17	0.6368780741	0.06967622114
18	0.6498475904	0.06842060531
19	0.6616684801	0.06725577511
20	0.6717023125	0.06625097348
21	0.6813223196	0.06527309054
22	0.6923639058	0.06413232678
23	0.7034572878	0.06296540194
24	0.7105769372	0.06220494636
25	0.7171213419	0.06149763917
26	0.7280340469	0.06029976531
27	0.7387363734	0.05910140806
28	0.7477786481	0.05806965915
29	0.7538469217	0.05736684794
30	0.7587332875	0.05679460137
31	0.7656855895	0.05597032797
32	0.771036958	0.05532749985
33	0.7758072422	0.05474811137
34	0.7819538462	0.05399239192
35	0.7852621693	0.05358122434
36	0.7918976703	0.05274688576
37	0.7970262631	0.05209286892
38	0.8030885102	0.05130903909
39	0.8074985523	0.05073122535
40	0.8134476618	0.04994116864
41	0.8175314279	0.04939151972
42	0.8218005155	0.04881031091
43	0.8245170093	0.04843684712
44	0.8296905644	0.04771750274
45	0.8345574022	0.0470307628
46	0.8392510105	0.04635883122
47	0.8456614434	0.04542506627
48	0.8510450677	0.04462577759
49	0.8541759303	0.04415429547
50	0.8569438803	0.04373323188
51	0.859346065	0.04336449526
52	0.8648675089	0.04250482611
53	0.8673109156	0.04211879629
54	0.8699759194	0.04169368185
55	0.8723601423	0.0413096493
56	0.8750792654	0.04086726905
57	0.8791487034	0.04019610847
58	0.8815202502	0.03979975664
59	0.8837115074	0.03942999508
60	0.8863403421	0.0389817673
61	0.8911943695	0.03814029409
62	0.8926796771	0.03787907261
63	0.8953641348	0.03740232824
64	0.9002952104	0.03651038084
65	0.9030074204	0.03601037195
66	0.905587841	0.03552812735
67	0.9072757069	0.03520911572
68	0.9096095588	0.03476318868
69	0.9118587725	0.03432795242
70	0.9137634362	0.03395502651
71	0.9157744791	0.03355677417
72	0.9174000904	0.03323136178
73	0.9197025351	0.03276493189
74	0.9212409315	0.03244954696
75	0.9226700608	0.03215379116
76	0.9240455904	0.03186653539
77	0.9249533649	0.03167553541
78	0.9259023754	0.03147461999
79	0.9272820701	0.03118021503
80	0.9289572685	0.0308189741
81	0.9309895208	0.03037497114
82	0.9324286611	0.0300565836
83	0.9332367712	0.02987631421
84	0.934538383	0.02958364734
85	0.9360740387	0.02923458856
86	0.9374011255	0.02892954578
87	0.9378723857	0.02882044557
88	0.9396761774	0.02839898246
89	0.9408998098	0.02810947871
90	0.9425557365	0.02771288152
91	0.9431549783	0.02756795623
92	0.9445529598	0.02722685863
93	0.945224066	0.02706158615
94	0.9461192773	0.0268395394
95	0.9470835918	0.02659827864
96	0.9486092032	0.02621205243
97	0.9495506048	0.02597086021
98	0.9506957789	0.02567440593
99	0.9514260501	0.02548355793
100	0.9516905405	0.02541408287
101	0.9525405524	0.0251895084
102	0.9535013953	0.02493321676
103	0.9537360234	0.02487023176
104	0.9553912749	0.02442127073
105	0.9564011049	0.02414327016
106	0.9572361789	0.02391093749
107	0.9577140746	0.02377695698
108	0.9583553238	0.02359598422
109	0.9588606214	0.02345239586
110	0.95964228	0.02322852664
111	0.9602286699	0.02305915615
112	0.9608005126	0.02289278061
113	0.9613805904	0.0227227645
114	0.9622223514	0.02247376387
115	0.962904003	0.02227008508
116	0.9638760531	0.02197636957
117	0.9644409454	0.02180386353
118	0.9648835893	0.02166772985
119	0.9653615431	0.02151976975
120	0.9654847957	0.02148144919
121	0.9664825071	0.02116869647
122	0.9668764304	0.0210439334
123	0.9672817806	0.0209147743
124	0.9680075733	0.02068149572
125	0.9682197115	0.02061281333
126	0.9682787951	0.02059364348
127	0.969129845	0.02031551131
128	0.9692991214	0.02025973473
129	0.9698830911	0.02006612671
130	0.9704946509	0.01986134847
131	0.9711420212	0.0196422533
132	0.9715301426	0.01950971827
133	0.9720280711	0.0193383564
134	0.9727910917	0.0190727761
135	0.9730311697	0.01898844527
136	0.9735725315	0.0187968958
137	0.9740897416	0.01861205061
138	0.9743260348	0.01852698825
139	0.9746391837	0.0184136535
140	0.9747437355	0.0183756585
141	0.9752002541	0.01820882691
142	0.975827595	0.01797704409
143	0.9763430666	0.01778433276
144	0.9765731625	0.017697633
145	0.976847408	0.01759373966
146	0.9771077851	0.0174945292
147	0.9774206517	0.01737456955
148	0.9777400728	0.01725123624
149	0.9779857965	0.01715575519
150	0.9785350376	0.01694039054
151	0.9788558558	0.01681331727
152	0.9793045861	0.01663395072
153	0.9796426741	0.01649752203
154	0.9798551448	0.01641120338
155	0.9801071394	0.01630823543
156	0.9806263067	0.01609402096
157	0.9808716622	0.01599178596
158	0.9812228012	0.01584432543
159	0.9814602342	0.01574383299
160	0.9817082419	0.01563817531
161	0.981956232	0.01553180645
162	0.9822319864	0.01541266686
163	0.9826235453	0.01524189408
164	0.9828992262	0.01512050283
165	0.9831987547	0.01498749631
166	0.9834873263	0.01485822915
167	0.9836649554	0.01477809705
168	0.9840060127	0.01462300826
169	0.9843706739	0.01445534558
170	0.984519048	0.01438656738
171	0.9847700105	0.01426948025
172	0.9850058557	0.01415856358
173	0.9852251938	0.01405462456
174	0.9855554037	0.01389667997
175	0.9857200462	0.01381725438
176	0.9859560995	0.01370257615
177	0.9860801203	0.01364193868
178	0.9862929442	0.01353724981
179	0.9864885483	0.01344031228
180	0.9867153266	0.01332704283
181	0.9868756554	0.01324637865
182	0.9870156524	0.01317553983
183	0.9871962415	0.01308359492
184	0.9875111054	0.01292172076
185	0.987661741	0.0128435563
186	0.9878435236	0.01274859156
187	0.9880207341	0.01265532944
188	0.9881319338	0.0125964548
189	0.988273622	0.01252103694
190	0.9885131515	0.01239249634
191	0.988747702	0.01226532231
192	0.9889020624	0.01218090318
193	0.989038223	0.01210594884
194	0.9891608581	0.01203804056
195	0.989292106	0.01196493613
196	0.9894365314	0.01188397215
197	0.9896321046	0.01177344763
198	0.9898685896	0.01163840072
199	0.989938614	0.01159811091
200	0.9901053617	0.01150160143
201	0.9902773507	0.01140120256
202	0.9904479559	0.01130073034
203	0.9905344541	0.01124944728
204	0.9906850757	0.01115958432
205	0.9907945737	0.01109379932
206	0.9908872853	0.01103779286
207	0.9909949435	0.01097239854
208	0.991092305	0.01091292129
209	0.9912840669	0.01079481728
210	0.9913821781	0.01073388923
211	0.9914926636	0.01066485992
212	0.9915771188	0.01061179106
213	0.9916703389	0.01055290477
214	0.9917330682	0.01051309358
215	0.9917940466	0.01047424855
216	0.9919209057	0.01039297042
217	0.9920390655	0.01031668992
218	0.9921867709	0.01022053502
219	0.9922945063	0.01014982574
220	0.9923896734	0.01008695305
