iter	Passed	Remaining
0	4	4263
1	11	4876
2	17	5150
3	23	5169
4	28	4999
5	35	5146
6	42	5294
7	48	5284
8	54	5325
9	60	5343
10	67	5387
11	76	5550
12	84	5640
13	90	5666
14	98	5716
15	105	5760
16	112	5754
17	119	5769
18	125	5737
19	132	5747
20	139	5733
21	147	5776
22	154	5814
23	161	5800
24	168	5801
25	175	5799
26	181	5769
27	187	5735
28	193	5715
29	199	5680
30	205	5671
31	212	5658
32	215	5579
33	221	5544
34	228	5546
35	233	5514
36	239	5503
37	244	5449
38	249	5426
39	255	5413
40	262	5418
41	270	5435
42	278	5466
43	284	5446
44	291	5442
45	299	5462
46	305	5461
47	311	5436
48	317	5420
49	322	5397
50	330	5406
51	337	5409
52	343	5399
53	350	5405
54	357	5401
55	364	5405
56	371	5406
57	378	5406
58	386	5413
59	393	5421
60	401	5432
61	407	5410
62	410	5368
63	417	5359
64	422	5332
65	426	5298
66	431	5274
67	435	5239
68	441	5230
69	448	5232
70	455	5230
71	461	5219
72	466	5194
73	471	5173
74	477	5160
75	483	5152
76	489	5138
77	494	5120
78	499	5102
79	503	5075
80	508	5056
81	514	5047
82	519	5030
83	524	5003
84	528	4983
85	534	4976
86	540	4964
87	545	4950
88	550	4932
89	555	4913
90	560	4895
91	566	4885
92	573	4892
93	578	4870
94	584	4864
95	590	4857
96	596	4849
97	600	4831
98	607	4825
99	611	4807
100	615	4780
101	618	4755
102	623	4737
103	627	4716
104	633	4708
105	639	4704
106	645	4697
107	651	4690
108	655	4675
109	660	4657
110	663	4635
111	668	4618
112	672	4600
113	678	4596
114	684	4588
115	689	4576
116	695	4569
117	699	4554
118	704	4543
119	710	4534
120	714	4518
121	719	4506
122	723	4488
123	729	4480
124	734	4472
125	740	4463
126	745	4455
127	750	4442
128	754	4428
129	759	4416
130	765	4410
131	770	4402
132	776	4395
133	782	4389
134	789	4392
135	794	4383
136	800	4375
137	805	4364
138	810	4354
139	814	4342
140	821	4340
141	826	4331
142	832	4326
143	838	4319
144	842	4306
145	847	4294
146	851	4280
147	856	4270
148	861	4263
149	865	4247
150	872	4246
151	877	4237
152	885	4240
153	889	4226
154	894	4219
155	898	4206
156	903	4196
157	908	4186
158	912	4172
159	919	4171
160	925	4166
161	931	4161
162	936	4153
163	941	4145
164	946	4133
165	951	4125
166	957	4120
167	962	4111
168	967	4106
169	973	4099
170	979	4095
171	986	4093
172	991	4085
173	997	4082
174	1002	4073
175	1006	4062
176	1012	4054
177	1017	4047
178	1023	4040
179	1030	4039
180	1035	4032
181	1039	4020
182	1044	4012
183	1048	3999
184	1054	3997
185	1060	3990
186	1065	3983
187	1072	3981
188	1077	3973
189	1083	3968
190	1089	3963
191	1093	3952
192	1097	3942
193	1102	3932
194	1108	3928
195	1114	3922
196	1119	3916
197	1126	3914
198	1132	3909
199	1136	3899
200	1141	3888
201	1145	3878
202	1151	3873
203	1158	3873
204	1164	3868
205	1171	3866
206	1179	3867
207	1186	3866
208	1191	3860
209	1198	3856
210	1205	3854
211	1210	3848
212	1217	3846
213	1223	3842
214	1230	3841
215	1237	3837
216	1242	3830
217	1248	3825
218	1254	3822
219	1260	3815
220	1266	3811
221	1271	3803
222	1277	3798
223	1283	3792
224	1289	3787
225	1296	3784
226	1303	3782
227	1309	3779
228	1315	3773
229	1321	3769
230	1326	3761
231	1330	3751
232	1334	3741
233	1342	3740
234	1348	3734
235	1352	3726
236	1359	3722
237	1364	3714
238	1368	3704
239	1374	3699
240	1378	3690
241	1382	3679
242	1387	3672
243	1394	3668
244	1398	3660
245	1404	3653
246	1408	3643
247	1414	3638
248	1418	3628
249	1422	3618
250	1426	3608
251	1430	3598
252	1435	3591
253	1439	3582
254	1444	3574
255	1448	3564
256	1453	3558
257	1458	3550
258	1462	3540
259	1468	3534
260	1472	3526
261	1476	3515
262	1479	3504
263	1486	3502
264	1492	3498
265	1496	3487
266	1501	3481
267	1506	3474
268	1510	3465
269	1515	3457
270	1518	3446
271	1523	3439
272	1527	3429
273	1533	3425
274	1538	3417
275	1542	3410
276	1547	3403
277	1552	3396
278	1556	3386
279	1562	3381
280	1569	3379
281	1574	3372
282	1580	3368
283	1585	3360
284	1589	3352
285	1596	3348
286	1600	3340
287	1606	3336
288	1611	3328
289	1614	3318
290	1619	3310
291	1622	3301
292	1627	3294
293	1631	3285
294	1637	3281
295	1642	3273
296	1648	3268
297	1651	3259
298	1655	3249
299	1660	3243
300	1664	3235
301	1668	3227
302	1672	3217
303	1676	3209
304	1680	3201
305	1688	3199
306	1694	3195
307	1701	3192
308	1705	3184
309	1709	3176
310	1714	3169
311	1718	3161
312	1725	3159
313	1731	3154
314	1735	3146
315	1741	3141
316	1745	3133
317	1749	3124
318	1754	3117
319	1759	3112
320	1766	3110
321	1773	3105
322	1781	3105
323	1787	3100
324	1791	3093
325	1798	3089
326	1802	3081
327	1806	3072
328	1810	3065
329	1814	3057
